timestamp,address,raw_ch1,raw_ch2,raw_ch3,raw_ch4,alpha_power_ch1,alpha_power_ch2,alpha_power_ch3,alpha_power_ch4,beta_power_ch1,beta_power_ch2,beta_power_ch3,beta_power_ch4
2025-11-19T15:59:06.316484,/muse/eeg,792.1611721611722,796.5934065934066,743.0036630036631,804.6520146520147,9.709168343369544,5.260572581800137,75.31922067666453,8.982940037904484,8.076552348889933,5.32305312410693,138.13679040534834,9.314182959537561
2025-11-19T15:59:06.316484,/muse/eeg,792.1611721611722,796.5934065934066,743.0036630036631,804.6520146520147,8.576383893019466,5.730550275622553,75.38762887543955,9.327102531210546,8.195877806166457,5.678347704889497,138.49483488150577,9.261918507450307
2025-11-19T15:59:06.333014,/muse/eeg,792.1611721611722,796.5934065934066,743.0036630036631,804.6520146520147,8.39382024348376,5.821129651102334,77.30953097834944,9.220783269312943,8.235791111784424,5.760059827229224,140.43096106610267,9.142219487588184
2025-11-19T15:59:06.334301,/muse/eeg,792.1611721611722,796.5934065934066,743.0036630036631,804.6520146520147,8.263795356031743,5.726632236598629,78.72646550247194,9.209298422800808,8.240329875827449,5.55705520513672,142.0959461464185,9.104185000492313
2025-11-19T15:59:06.335355,/muse/eeg,792.1611721611722,796.5934065934066,743.0036630036631,804.6520146520147,8.193322507180572,5.619762303553043,81.12353259105254,9.200817975572559,8.251750927860579,5.264071981138333,142.37771477870166,9.16776169514139
2025-11-19T15:59:06.345421,/muse/eeg,791.7582417582418,799.0109890109891,736.5567765567765,812.7106227106227,8.21857703945592,5.524269730636478,83.55447150980085,9.467953227106326,8.301037879581687,5.039804556557287,142.20067788172946,9.531917204307723
2025-11-19T15:59:06.347524,/muse/eeg,791.7582417582418,799.0109890109891,736.5567765567765,812.7106227106227,8.384804349992793,5.491111792776486,87.00160464429638,9.433562268193107,8.316237784078373,5.074157974747817,140.49548976413803,9.366681066723238
2025-11-19T15:59:06.347524,/muse/eeg,791.7582417582418,799.0109890109891,736.5567765567765,812.7106227106227,8.675962425567121,5.582508949794743,90.13549860496443,9.42116347662331,8.231077548595955,5.193532094723263,139.05873652033458,9.137960401445273
2025-11-19T15:59:06.366569,/muse/eeg,790.952380952381,803.4432234432235,718.4249084249085,814.7252747252747,9.187986383143002,5.641324701712417,89.77265943120557,9.441879911407737,8.114201473302808,5.762067128267422,139.97889313736954,9.141437394710902
2025-11-19T15:59:06.366569,/muse/eeg,793.7728937728938,812.7106227106227,716.007326007326,806.2637362637363,9.564831620079467,5.594370168043061,89.14497871245655,9.46555926474154,8.216881508921574,7.092368624715482,139.8197529630193,9.869779739479242
2025-11-19T15:59:06.371224,/muse/eeg,788.9377289377289,807.8754578754579,670.0732600732601,802.6373626373627,9.979247628600046,6.35406648054167,82.83554054306532,9.82798149767686,8.196882928537878,6.030163353672459,148.6238125827787,10.542905579363865
2025-11-19T15:59:06.374032,/muse/eeg,805.4578754578755,809.0842490842491,753.4798534798535,805.8608058608058,11.388465495564297,7.051056547850791,92.64154727523939,10.028713661073727,9.539572944956722,5.844072674127401,158.7401101191451,9.419725136101428
2025-11-19T15:59:06.375084,/muse/eeg,805.4578754578755,809.0842490842491,753.4798534798535,805.8608058608058,8.167640009482147,7.587522709141826,92.96069620329496,9.813766996629727,8.802316292434615,6.103308060856245,155.2604663637397,9.343241079291104
2025-11-19T15:59:06.375084,/muse/eeg,805.4578754578755,809.0842490842491,753.4798534798535,805.8608058608058,7.782860151591434,8.121757046395352,90.7075255666065,10.042257928179772,8.535767229471528,6.074146963587169,154.85867212752453,9.378042893121602
2025-11-19T15:59:06.377966,/muse/eeg,805.4578754578755,809.0842490842491,753.4798534798535,805.8608058608058,8.068505881025134,9.299100930456188,84.79047161711947,9.720670124452537,8.432183825657788,5.5954842339047115,147.80071785427685,9.599821649053023
2025-11-19T15:59:06.377966,/muse/eeg,805.4578754578755,809.0842490842491,753.4798534798535,805.8608058608058,7.701168220505398,9.589861710411645,85.7402449975148,9.705062690243743,8.622976779825269,5.634176871686044,143.4311813437114,9.722575501116133
2025-11-19T15:59:06.378979,/muse/eeg,805.4578754578755,809.0842490842491,753.4798534798535,805.8608058608058,7.614547833928154,9.685189119162377,126.1976328649861,10.48850246449524,8.934297016219773,5.819245210337017,149.5637553560923,9.258247506840954
2025-11-19T15:59:06.380237,/muse/eeg,805.4578754578755,809.0842490842491,753.4798534798535,805.8608058608058,7.518223628067905,8.735074327587903,102.90348168221945,11.547492573469654,9.088107898289564,5.977224674873351,146.39547651906724,9.263701136555333
2025-11-19T15:59:06.382626,/muse/eeg,805.4578754578755,809.0842490842491,753.4798534798535,805.8608058608058,7.49893353467564,9.020898142904933,76.1176429525784,10.652428207417831,9.526462701896326,6.582345185763561,150.64134126316424,9.449676208478717
